#,Company Name,Status,Location,Verified,Where to apply,Roles,Job Type,Industry,Remarks
1694,MX player,Hiring,Mumbai,No,httpswww.linkedin.comj,Manager-Programm,Full-Time,Media & Entertainment,
1695,My Machine Guru,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Digital Marketing In,Internship,IT Infrastructure,
1696,My Operator,Hiring,Delhi,Yes,httpswww.linkedin.comj,Team Leader- Inside,Full-Time,Business Software,
1697,My Remote Developers,Hiring,Bengaluru,No,httpswww.linkedin.comj,Automation Engineer,Full-Time,Information Technology,
1698,Mygate,Hiring,Bengaluru,No,httpswww.linkedin.comj,Product Manager, B,Full-Time,Security  Law Enforcem,
1699,MyHQ,Hiring freeze,India,,,,,Real Estate,
1700,Mylo,Hiring,Gurgaon,No,httpswww.linkedin.comj,Backend Developer,Full-Time,Consumer Tech,
1701,Myna Mahila Foundation,Hiring,Mumbai,,www.mynamahila.com,Communication ass,Full-Time,Social Enterprise,
1702,Myna Mahila Foundation,Hiring,Mumbai,No,httpswww.linkedin.comj,Sales Manager,Full-Time,Social Enterprise,
1703,MYNTRA,Hiring,Noida,No,httpswww.linkedin.comj,Process Trainer,Full-Time,Ecommerce,
1704,MyOperator,Hiring,Delhi,,httpswww.linkedin.comc,Content Writer,Full-Time,Business Software,
1705,Mysense Technologies,Hiring,Mohali,No,httpswww.linkedin.comj,Nodejs Developer,Full-Time,IT Infrastucture,
1706,Mysuru Consulting Group,Hiring,Mysuru,No,httpswww.linkedin.comj,App Developer,Full-Time,KPO  Research Analytics,
1707,Nadlas Infotech Pvt Ltd,Hiring,Gurgaon,No,httpswww.linkedin.comj,Technical Data Engi,Full-Time,IT Infrastructure,
1708,Nagarro,Hiring freeze,Gurgaon,,,,,Consulting & Services,
1709,NAGRA,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,IT Infrastucture,
1710,Nandan Denim ltd,Hiring freeze,,,,,,Manufacturing,
1711,Nanonets,Hiring,Bengaluru,,httpsangel.cocompany,UIUXProduct Desi,Full-Time,Information Technology,Hiring for Growth Analytic
1712,Nappa Dori,Hiring,New Delhi,Yes,httpswww.linkedin.comj,Legal Advisor,Full-Time,Creative Arts  Design,
1713,Nasdaq,Hiring,Bengaluru,No,httpswww.linkedin.comj,Product Delivery Lead,Full-Time,Financial Services,
1714,NatGas Hub,Hiring,Chandigarh,No,httpswww.linkedin.comj,Front End Developer,Full-Time,Energy,
1715,NAtvalcos,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Marketing Intern,Internship,Consumer Goods,
1716,NatWest Markets,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Vice President - eTra,Full-Time,Financial Services,
1717,Navata Road Transport,Hiring,India,,httpwww.navata.comcur,Operations, Account,Full-Time,Travel & Transportation,
1718,Navi,Hiring,Bengaluru,No,httpswww.linkedin.comj,ML Engineer,Full-Time,Financial Services,
1719,Navigus,Hiring,Bengaluru,No,httpswww.linkedin.comj,Digital Marketing S,Full-Time,Information Technology,
1720,Navis,Hiring,Chennai,No,httpswww.linkedin.comj,Sales Account Mana,Full-Time,Productivity Software,
1721,Navtech (Navaratan Technolo,Hiring,Hyderabad,,httpswww.hirist.comjna,AWSDevOps Devel,Full-Time,IT Infrastructure,
1722,NAYAN Technologies,Hiring,Delhi,No,httpswww.linkedin.comj,Product Manager,Full-Time,Information Technology,
1723,Nayara Energy,Hiring,Mumbai,No,httpswww.linkedin.comj,Information Technol,Full-Time,Energy,
1724,NC Media Networks,Hiring,Delhi,No,httpswww.linkedin.comj,Content Writer,Full-Time,Media & Entertainment,
1725,Near,Hiring freeze,Bengaluru,,,,,Marketing & Advertising,
1726,Nearbuy.com,Hiring,Gurgaon,No,httpswww.linkedin.comj,Software Engineer,Full-Time,,
1727,nearbuy.com,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,IOS Engineer,Full-Time,Information Technology,
1728,NearGroup Chatbot,Hiring,Delhi,No,httpswww.linkedin.comj,IOS Developer,Full-Time,Information Technology,
1729,Neilsoft,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Sales Executi,Full-Time,Creative Arts  Design,
1730,Nektar.ai,Hiring,India,,sales@nektar.ai,Marketing, Engineer,Full-Time,Productivity Software,We are a stealth mode Saa
1731,NeoGroup,Hiring,Bengaluru,,httpswww.neogroup.com,Research Analyst,Full-Time,Consulting & Services,
1732,Neoito,Hiring,Thiruvananthap,No,httpswww.linkedin.comj,Javascript Developer,Full-Time,IT Infrastucture,
1733,Neovae Biomedics,Hiring,Delhi,No,httpswww.linkedin.comj,Area Business Mana,Full-Time,Pharmaceutical,
1734,Nestaway Technologies Pvt Ltd,Hiring freeze,Across India,,,,,Real Estate,Salary cut for all roles
1735,Nestlé,Hiring freeze,,No,httpswww.linkedin.comj,,,Consumer Services,
1736,Net App,Hiring,Mumbai,No,httpswww.linkedin.comj,PS Project Manager,Full-Time,IT Infrastructure,
1737,Net Solutions,Hiring,Chandigarh,Yes,httpswww.linkedin.comj,NET Developer,Full-Time,IT Infrastructure,
1738,Netafim,Hiring,Mumbai,Yes,httpswww.linkedin.comj,Credit Analyst Deale,Full-Time,Aviation,
1739,NetApp,Hiring,Bengaluru,No,httpswww.linkedin.comj,HR Business Partner,Full-Time,Information Technology,
1740,NetCom Learning,Hiring,Noida,No,httpswww.linkedin.comj,Product manageme,Full-Time,IT Infrastucture,
1741,NetEnrich,Hiring freeze,Hyderabad,San J,,,,,,
1742,Netflix,Hiring,Mumbai,No,httpswww.linkedin.comj,Partner Marketing C,Full-Time,Media & Entertainment,
1743,Netmeds,Hiring,India,No,httpswww.linkedin.comj,UX Designer, Fullsta,Full-Time,Healthcare,
1744,Netmeds.com,Hiring,Chennai,No,httpswww.linkedin.comj,Full Stack Engineer,Full-Time,WellnessFitnessSports,
1745,Netomi,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Business Developm,Full-Time,Information Technology,
1746,Netomi.com,Layoffs,India,,,,,Productivity Software,This company has not don
1747,Netorbit Inc,Hiring,Hyderabad,No,httpswww.linkedin.comj,Bench sales,Full-Time,IT Infrastructure,
1748,Netradyne,Hiring,Bengaluru,No,httpswww.linkedin.comj,Hardware Design En,Full-Time,Business Software,
1749,Netrin Sports Technologies,Hiring,Chennai,No,httpswww.linkedin.comj,Senior Developer,Full-Time,,
1750,Netskope,Hiring,Bengaluru,No,httpswww.linkedin.comj,Staff Engineer- Prod,Full-Time,Business Software,
1751,Netsmartz,Hiring,Chandigarh,Yes,httpswww.linkedin.comj,Customer support,Full-Time,IT Infrastructure,
1752,Network Intelligence India,Hiring freeze,,,,,,Consulting & Services,
1753,Network18 Media,Hiring,Noida,,httpswww.linkedin.comc,Content Ideation,Full-Time,Media & Entertainment,
1754,Neudesic,Layoffs,Bengaluru,,,,,,Across all the roles based o
1755,Neutrinos,Hiring,Bengaluru,No,httpswww.linkedin.comj,Lotus Notes Develo,Full-Time,,
1756,Neverskip,Hiring,Bengaluru,No,httpswww.linkedin.comj,Business Developm,Full-Time,IT Infrastucture,
1757,New Century Health,Hiring,Pune,No,httpswww.linkedin.comj,Development Mana,Full-Time,Healthcare,
1758,New Light Institute,Hiring,Delhi,No,httpswww.linkedin.comj,Graphic Designer,Full-Time,Marketing & Advertising,
1759,New Page Solutions,Hiring,Bengaluru,No,httpswww.linkedin.comj,Quality Assurance E,Full-Time,IT Infrastucture,
1760,New Speace Research & Tech,Hiring,Bengaluru,No,httpswww.linkedin.comj,HR GENERALIST,Full-Time,Aviation,
1761,Newgen Knowledge Works Pr,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Developm,Full-Time,,
1762,News Nation,Layoffs,India,,,,,,
1763,News Technology Services,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Engineer- ,Full-Time,IT Infrastucture,
1764,NEXGO INC.,Hiring,Delhi,No,httpswww.linkedin.comj,Business Developm,Full-Time,Financial Services,
1765,Next Education India Pvt Ltd,Hiring freeze,Hyderabad,,,,,Education Tech,
1766,Nexteer Automotive,Hiring,Bengaluru,No,httpswww.linkedin.comj,HRIS Successfactors ,Full-Time,Automotive,
1767,Nextgen clearing,Hiring freeze,India,,,,,Communications,
1768,NextGen Invent Corporation,Hiring,Noida,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,IT Infrastructure,
1769,Nextwave,Hiring,Mumbai,No,httpswww.linkedin.comj,ERP Lead Developer,Full-Time,Business Software,
1770,nference,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Backend Developer,Full-Time,Pharmaceutical,
1771,NFX Digital Pvt Ltd,Hiring,Delhi,No,httpswww.linkedin.comj,Senior financial Anal,Full-Time,Marketing and Advertisi,
1772,NICE Ltd,Hiring,Pune,Yes,httpswww.linkedin.comj,Senior Automation ,Full-Time,Business Software,
1773,Nicole Infosoft,Hiring,Gurgaon,No,httpswww.linkedin.comj,Business Partner - T,Full-Time,Information Technology,
1774,Nihilent Limited,Hiring,Pune, India,,httpsnihilent.comjob-op,Sales, Engineering, S,Full-Time,Business Software,
1775,NIIT,Hiring,India,,httpscompanies.naukri.c,Relationship Manag,Full-Time,Education Tech,
1776,NIIT Limited,Hiring,Gurgaon,No,httpswww.linkedin.comj,Red Hat Trainer,Full-Time,Education,
1777,NIIT University,Hiring,Delhi,No,httpswww.linkedin.comj,Marketing Executive,Full-Time,Education,
1778,Nikulsan Digital,Layoffs,,,,,,,
1779,Nilgiri Social,Hiring,Pune,,Contact@nilgirisocial.com,Sales, design, copy,Full-Time,Marketing & Advertising,We’re looking to hire peopl
1780,Nimbus Post,Hiring,Gurgaon,No,httpswww.linkedin.comj,Business Developm,Internship,Media & Entertainment,
1781,Nimbus Systems Pvt Ltd,Hiring,Kolkata,,kushal@nimbussystems.com,General Manager HR,Full-Time,Information Technology,Looking for a General Man
1782,Ninjacart,Layoffs,,,,,,Business Software,
1783,NIRA,Hiring,Bengaluru,,httpsangel.cocompany,Full Stack Engineer, ,Full-Time,Financial Services,
1784,Nirogam India Pvt. Ltd.,Hiring,Faridabad,,hire@nirogam.com,Ayurveda doctors, H,Full-Time,,We are always happy to me
1785,Nirvana Realty,Hiring,Mumbai,No,httpswww.linkedin.comj,Digital Marketing Ex,Full-Time,Real Estate,
1786,NISG,Hiring freeze,India,,,,,Information Technology,
1787,NISSIN ABC Logistics Pvt Ltd,Hiring,Mumbai,No,httpswww.linkedin.comj,Lead- Talent Acquisi,,,
1788,Niswey,Hiring,Delhi,No,httpswww.linkedin.comj,Web Analytics,Full-Time,Marketing & Advertising,
1789,Nitor Infotech,Hiring,Pune,No,httpswww.linkedin.comj,Android Developer,Full-Time,Information Technology,
1790,Nityo Infotech,Hiring,Bengaluru,,httpswww.hirist.comjen,Enovia Developer - ,Full-Time,Information Technology,
1791,NIUM,Hiring,Mumbai,No,httpswww.linkedin.comj,Manager- Business ,Full-Time,Financial Services,
1792,Niyotail,Hiring,Gurgaon,No,httpswww.linkedin.comj,Backend Developer,Full-Time,Logistics & Supply Chain,
1793,Nnnn,Hiring,Delhi,No,httpswww.linkedin.comj,Growth Manager,Full-Time,Manufacturing,
1794,NoBroker,Hiring,Bengaluru,No,httpswww.linkedin.comj,Content Writer, Lea,Full-Time,Real Estate,
1795,NoBroker.com,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Digital marketing Ex,Full-Time,Real Estate,
1796,Nokia,Hiring,Gurgaon,No,httpswww.linkedin.comj,Talent Acquisition P,Full-Time,Telecom,
1797,Nokia Bell Labs,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,HR Operations Expe,Full-Time,IT Infrastructure,
1798,NON STOP COURIER AND CA,Hiring,Jaipur,No,httpswww.linkedin.comj,Area sales Manager,Full-Time,Packaging,
1799,Noon Academy,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior UX Designer,Full-Time,Education Tech,
1800,Nopaperforms Solutions Pvt. ,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Digital Marketing M,Full-Time,IT Infrastructure,
1801,Northcorp Software Pvt. Ltd.,Hiring,Kanpur,No,httpswww.linkedin.comj,Front End Developer,Full-Time,IT Infrastructure,
1802,Northern Trust Corporation,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Senior Analyst,Full-Time,Financial Services,
1803,NortonLife Lock,Hiring,Chennai,No,httpswww.linkedin.comj,Manager- Online Sa,Full-Time,Business Software,
1804,Nous Infosystems,Hiring,Bengaluru,No,httpswww.linkedin.comj,RPA LeadArchitect ,Full-Time,,
1805,Novartis India,Hiring,Hyderabad,No,httpswww.linkedin.comj,HR,Full-Time,Pharmaceutical,
1806,Novel Office India,Hiring,Bengaluru,No,httpswww.linkedin.comj,HR GENERALIST,Full-Time,Real Estate,
1807,Novo Nordisk,Hiring,Bengaluru,No,httpswww.linkedin.comj,Business Analyst,Full-Time,Healthcare,
1808,NS3TechSolutions Private Lim,Hiring,Gurgaon,,NS3TechSolutions Private L,Web Developer,Full-Time,IT Infrastructure,
1809,NTT DATA Services,Hiring,Noida,No,httpswww.linkedin.comj,Technical Analysis A,Full-Time,Information Technology,
1810,Nuance Communications,Hiring,Pune,No,httpswww.linkedin.comj,Senior Software Dev,Full-Time,Business Software,
1811,Nuance Transcription Services,Hiring,Pune,No,httpswww.linkedin.comj,Martin Product Man,Full-Time,IT Infrastucture,
1812,Nucleus Software,Hiring,Noida,No,httpswww.linkedin.comj,Python Developer,Full-Time,IT Infrastucture,
1813,Nukebox Studios,Hiring,Bengaluru,No,httpswww.linkedin.comj,Product Manager,Full-Time,Media & Entertainment,
1814,Numerator,Hiring,Pune,Yes,httpswww.linkedin.comj,Software Engineer - ,Full-Time,KPO  Research Analytics,
1815,Numino Labs Pvt Ltd,Hiring,Pune,No,httpswww.linkedin.comj,Senior Java Developer,Full-Time,IT Infrastucture,
1816,Nurturing Green,Layoffs,Noida,,,,,Retail,
1817,Nutanix,Hiring freeze,,,,,,Information Technology,Removing all the benefits
1818,Nuvodev Technologies Pvt Ltd,Hiring,Bengaluru,No,httpswww.linkedin.comj,UI Designer,Full-Time,,
1819,nVent,Hiring,Noida,No,httpswww.linkedin.comj,Assistant Sales Man,Full-Time,Manufacturing,
1820,Nvidia,Hiring,Pune,No,httpswww.linkedin.comj,Business Manager, ,Full-Time,Automotive,
1821,nVipani,Hiring,Bengaluru,No,httpswww.linkedin.comj,Marketing and sales,Full-Time,IT Infrastructure,
1822,Nvision,Hiring,(Remote),,httpsnvisionnet.comcar,Network Security En,Full-Time,Business Software,
1823,NYIC (NEW YORK INTERNATI,Hiring,Bengaluru,No,httpswww.linkedin.comj,Web Developer,Full-Time,Financial Services,
1824,Nykaa,Hiring,Gurugram,,httpswww.linkedin.comc,Product Manager,Full-Time,Others,
1825,O.C. Tanner,Hiring freeze,India,,,,,HR Tech,
1826,OakNorth Bank,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Data Quality ,Full-Time,Financial Services,
1827,Oaknorth global private Limit,Hiring freeze,Gurgaon,,,,,Financial Services,
1828,oamp - mediaproductions & ,Hiring,Bhopal,No,httpswww.linkedin.comj,Site Quality Assuran,Full-Time,Media & Entertainment,
1829,Observe.ai,Hiring,Bengaluru,,httpswww.observe.aicar,Backend Engineer, F,Full-Time,Business Software,
1830,Occipital Tech,Hiring freeze,Navi Mumbai,,httpswww.occipitaltech.c,Design Engineers, Pr,Full-Time,Agriculture  Dairy,
1831,Oceaneering,Hiring,Chandigarh,No,httpswww.linkedin.comj,Application Develop,Full-Time,Energy,
1832,Ocrolus,Hiring,Gurgaon,No,httpswww.linkedin.comj,Lead Front End Dev,Full-Time,Financial Services,
1833,Octalogic Tech,Hiring,Panaji,No,httpswww.linkedin.comj,Web Developer,Full-Time,IT Infrastucture,
1834,Octamatic Inc,Hiring,Karnataka,No,httpswww.linkedin.comj,Web Developer,,Business Software,
1835,Octro Inc,Hiring,Noida,No,httpswww.linkedin.comj,Product Manager,,Information Technology,
1836,Ocwen Financial Solutions Pvt,Hiring,Bengaluru,No,httpswww.linkedin.comj,Assistant Manager- ,Full-Time,Financial Services,
1837,ODHNI,Hiring,Gurgaon,No,httpswww.linkedin.comj,HR Manager,,Retail,
1838,Odico AS,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Developer,Full-Time,Business Software,
1839,Ok Play Limited,Hiring,Delhi,Yes,httpswww.linkedin.comj,Executive Sales Repr,Full-Time,Banking,
1840,Okay Done Media,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Copywriter,Full-Time,Marketing & Advertising,
1841,OkCredit,Hiring,Bengaluru,No,httpswww.linkedin.comj,HRBP, Business Man,Full-Time,Fintech,Hiring for Multiple roles (m
1842,Ola Electric Mobility Pvt Ltd,Hiring,Bengaluru,No,httpswww.linkedin.comj,Product Manager,Full-Time,Automotive,
1843,Olam,Hiring,Delhi,No,httpswww.linkedin.comj,Marketing Manager,Full-Time,Food & Dining,
1844,Olefia Biopharma Limited Co,Hiring,Delhi,No,httpswww.linkedin.comj,HR Admin,Full-Time,Consumer Goods,
1845,Oliveboard,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Manager,Full-Time,Education Tech,
1846,OLX,Hiring,India,,httpswww.linkedin.comc,Search Engineer, Ke,Full-Time,Consumer Tech,
1847,Omic,Hiring,Mumbai,No,httpswww.linkedin.comj,Front End Developer,Full-Time,,
1848,OML,Hiring,India,,jobs.oml.in,Media Analyst Head,Full-Time,Media & Entertainment,
1849,Ommzi Solutions Private Limi,Hiring,Chandigarh,Yes,httpswww.linkedin.comj,3D Animator,Full-Time,IT Infrastructure,
1850,Omnirio,Hiring,Pune,No,httpswww.linkedin.comj,Senior Front End De,,Information Technology,
1851,Onboard CRM,Hiring,Delhi,No,httpswww.linkedin.comj,Virtual Partner Mark,Full-Time,BPO  ITES,
1852,OnceHub,Hiring,Remote,No,httpswww.linkedin.comj,Product Manager,,Productivity Software,
1853,Onco,Hiring,Bengaluru,,httpsonco.comcareers,Sr. UI Developer, Sr. ,Full-Time,Healthcare,Hiring for Digital Marketin
1854,ONE Champions,Hiring,Bengaluru,No,httpswww.linkedin.comj,Data Engineer,Full-Time,IT Infrastructure,
1855,One Continent Atria,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Engineer,Full-Time,Hospitality,
1856,One Impression,Hiring,Gurgaon,No,httpswww.linkedin.comj,Creative Strategist,Full-Time,Marketing & Advertising,
1857,One97,Layoffs,India,,,,,Communications,
1858,OneDirect,Hiring,India,No,httpswww.linkedin.comj,Associate Director - ,Full-Time,Business Software,
1859,OnePlus,Hiring,Hyderabad,No,httpswww.linkedin.comj,Product Manager,Full-Time,Consumer Tech,
1860,Onit India,Hiring,Pune,No,httpswww.linkedin.comj,Python Developer,Full-Time,IT Infrastucture,
1861,Ontic,Hiring,Noida,No,httpswww.linkedin.comj,Senior Mobile Devel,Full-Time,Business Software,
1862,Oodles Technlogies Pvt Ltd,Hiring,Gurgaon,,httpswww.linkedin.comc,Front End Developer,Full-Time,Information Technology,
1863,Oorwin Labs,Hiring,Hyderabad, Ban,,httpswww.oorwin.comc,Customer Success L,Full-Time,HR Tech,
1864,Operative,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Software Developer ,Full-Time,Business Software,
1865,opn Labs,Hiring,Cochin,No,httpswww.linkedin.comj,Business Analyst,Full-Time,IT Infrastructure,
1866,OpnLabs,Hiring,Kochi,No,httpswww.linkedin.comj,Product Marketing ,Full-Time,Information Technology,
1867,Opoyi,Hiring,Delhi,No,httpswww.linkedin.comj,Copy Editor,Full-Time,Media & Entertainment,
1868,OPPO,Hiring,Gurgaon,No,httpswww.linkedin.comj,Marketing Manager,Full-Time,Manufacturing,
1869,OpsMx,Hiring,Hyderabad,No,httpswww.linkedin.comj,Java Software Engin,Full-Time,Business Software,
1870,Optimize IT System,Hiring,Bengaluru,No,httpswww.linkedin.comj,Digital Marketing In,Full-Time,Marketing & Advertising,
1871,OptiTrans Solutions Private Li,Hiring,Mumbai,Yes,httpswww.linkedin.comj,Software Engineer,Full-Time,Information Technology,
1872,Optum,Hiring,Gurgaon,,httpswww.linkedin.comc,Manager - Workforc,Full-Time,Healthcare,
1873,OptumSoft,Hiring,Bengaluru,No,httpswww.linkedin.comj,Backend Developer,Full-Time,Business Software,
1874,Optym,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Engineer,Full-Time,Information Technology,
1875,Optymoney,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,Financial Services,
1876,Optymyze,Hiring,Pune,No,httpswww.linkedin.comj,Networking Manager,Full-Time,Information Technology,
1877,Oracle,Hiring,Bengaluru,No,httpswww.linkedin.comj,HR Business Partner,Full-Time,Business Software,
1878,Orient Edutech Private Limited,Hiring,Kolkata,No,httpswww.linkedin.comj,General Manager M,Full-Time,Financial Services,
1879,Orient Electric Limited,Hiring freeze,New Delhi,India,,No,,,Consumer Goods,Layoffs to be done across a
1880,Origami Software,Hiring,Hyderabad,Yes,httpswww.linkedin.comj,Node JS Developer,Full-Time,Business Software,
1881,Origin HR,Hiring,Bengaluru,No,httpswww.linkedin.comj,UI UX Designer,Full-Time,,
1882,Ormae,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Backend Developer,Full-Time,IT Infrastructure,
1883,OSIsoft,Hiring,Mumbai,No,httpswww.linkedin.comj,Account Manager,Full-Time,Business Software,
1884,Osmosys Software Solutions,Hiring,Hyderabad,No,httpswww.linkedin.comj,Business Develpom,Full-Time,,
1885,Ossus Biorenewables,Hiring,Bengaluru,,kamarsuhail@ossusbio.com,Engineering,Full-Time,Energy,
1886,OTSi,Hiring,Hyderabad,,httpswww.linkedin.comc,Associate HR Execut,Full-Time,Information Technology,
1887,Outdoor Monk,Hiring,Hyderabad,Yes,httpswww.linkedin.comj,Full Stack Developer,Full-Time,Business Software,
1888,Outline India,Hiring,Gurgaon,No,httpswww.linkedin.comj,Full Stack Developer,Full-Time,KPO  Research Analytics,
1889,Owens Corning,Hiring,Chennai,No,httpswww.linkedin.comj,Senior Area Sales M,Full-Time,Manufacturing,
1890,Oxane Partners Limited,Hiring,Gurugram,No,httpswww.linkedin.comj,Risk & Compliance ,Full-Time,Financial Services,
1891,Oxford Policy management,Hiring,Delhi,Yes,httpswww.linkedin.comj,Communications Co,Full-Time,Trade,
1892,OyeLabs,Hiring,Chandigarh,Yes,httpswww.linkedin.comj,Business Developm,Full-Time,IT Infrastructure,
1893,Oziva,Hiring,Mumbai,No,httpswww.linkedin.comj,Digital Marketing M,Full-Time,WellnessFitnessSports,
1894,Pacifica Companies,Hiring,Chennai,No,httpswww.linkedin.comj,Assistant Manager- ,Full-Time,Real Estate,
1895,Packt,Hiring,Mumbai,No,httpswww.linkedin.comj,Data Analyst,Full-Time,Education Tech,
1896,PACSOL Group,Hiring,Delhi,No,httpswww.linkedin.comj,Sales Manager,Full-Time,Packaging,
1897,Padhega Bharat,Hiring,Pune,Yes,httpswww.linkedin.comj,Wordpress Developer,Full-Time,Education,
1898,PagarKhata,Hiring,Gurgaon,No,httpswww.linkedin.comj,Android Developer,Full-Time,Information Technology,
1899,Page Garment Exports Pvt. Ltd,Hiring,Mumbai,No,httpswww.linkedin.comj,Senior GM- Sales,Full-Time,Textiles  Garments,
1900,Paix technology,Layoffs,,,,,,Automotive,Company totally shutdown
1901,Palo Alto Networks,Hiring freeze,,,,,,,
1902,Palpx,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Front End Developer,Full-Time,Creative Arts  Design,
1903,PAMAC Finserve Pvt Ltd,Hiring,Kurukshetra,Yes,httpswww.linkedin.comj,Trainer test and opti,Full-Time,Financial services,
1904,PAN Communicatons Pvt Ltd,Hiring,Bengaluru,No,httpswww.linkedin.comj,Business Developm,Full-Time,Others,
1905,Parallel Wireless,Hiring,Pune,No,httpswww.linkedin.comj,Senior Technical Trai,Full-Time,Information Technology,
1906,PARI,Hiring,Pune,No,httpswww.linkedin.comj,Mechanical Design ,,Engineering,
1907,Park+,Hiring,Delhi,No,httpswww.linkedin.comj,Assistant Manager-,Full-Time,Productivity Software,
1908,Parle Products Pvt Ltd,Hiring,Pune,No,httpswww.linkedin.comj,Manager- Employee,Full-Time,Food & Dining,
1909,Passion Gaming,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,MySQL Database De,Full-Time,IT Infrastructure,
1910,Paxcom India (P) Ltd - A Pay,Hiring,Chandigarh,Yes,httpswww.linkedin.comj,Full Stack Engineer,Full-Time,IT Infrastructure,
1911,PayPal,Hiring,India,No,httpswww.linkedin.comj,Customer Experienc,Full-Time,Financial Services,
1912,PaySense,Hiring,Mumbai,No,httpswww.linkedin.comj,Senior Data Scientist,Full-Time,Financial Services,
1913,Paytm,Hiring,Bengaluru, Delhi,,httpswww.instahyre.com,Backend Developer, ,Full-Time,Ecommerce,hiring SSELeadSr. Lead an
1914,PayU,Hiring,Gurgaon,,httpswww.linkedin.comc,Software Engineer, T,Full-Time,Financial Services,
1915,PC Solutions,Hiring,Delhi,No,httpswww.linkedin.comj,Project Engineer,Full-Time,IT Infrastucture,
1916,peAR Technologies,Hiring,Mumbai,No,httpswww.linkedin.comj,Business Developm,Full-Time,Business Software,
1917,Pearl Academy,Hiring,Kolkata,No,httpswww.linkedin.comj,Manager,Full-Time,Education,
1918,Pearl Global Industries Ltd.,Layoffs,,,,,,Manufacturing,
1919,Pearlsoft Limited,Hiring,Bengaluru,,httpswww.linkedin.comc,HR Manager,Full-Time,Information Technology,
1920,Pearson India Education Servi,Hiring freeze,Noida,,,,,Education,
1921,Pee Safe,Hiring,Gurgaon,No,httpswww.linkedin.comj,Content Writer,Full-Time,WellnessFitnessSports,
1922,Pegasystems,Hiring,Hyderabad,No,httpswww.linkedin.comj,Principal Software E,Full-Time,Business Software,
1923,Pegasysyssoft,Hiring,Pune,,httpswww.hirist.comjpe,Python Developer,Full-Time,Information Technology,
1924,Pelican.ai,Hiring,Mumbai,No,httpswww.linkedin.comj,Presales Manager (C,Full-Time,Energy,
1925,People Admin,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Product Man,Full-Time,Business Software,
1926,People Interactive,Hiring,Mumbai,No,httpswww.linkedin.comj,Senior Product Man,Full-Time,Consumer Tech,
1927,People Tech Group Inc,Hiring,Hyderabad,No,httpswww.linkedin.comj,Android Developer,Full-Time,IT Infrastucture,
1928,Peoplefy,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Engineerin,Full-Time,Recruitment,
1929,Pepper,Hiring,Maharashtra,No,httpswww.linkedin.comj,Freelace Editor,Full-Time,Media & Entertainment,
1930,Pepper,Hiring,Mumbai,No,httpswww.linkedin.comj,React JS Developer,Full-Time,Media & Entertainment,
1931,Pepper Square,Hiring,Bengaluru,No,httpswww.linkedin.comj,Technical Project Ma,Full-Time,Information Technology,
1932,PepsiCo,Hiring,Hyderabad,No,httpswww.linkedin.comj,HR Operations Anal,Full-Time,Consumer Goods,
1933,Performics India,Hiring freeze,Mumbai,,,,,Marketing & Advertising,
1934,Persistent Systems,Hiring,Pune,Yes,httpswww.linkedin.comj,Senior QA Engineer,Full-Time,IT Infrastructure,
1935,Perusal Global Solutions,Hiring,Mumbai,No,httpswww.linkedin.comj,Research Analyst,Full-Time,Financial Services,
1936,Petrofac,Hiring freeze,,,,,,Consulting & Services,
1937,Phable,Hiring,Bengaluru,No,httpswww.linkedin.comj,Android Developer,Full-Time,WellnessFitnessSports,
1938,Phablecare,Hiring,Bengaluru,,httpswww.linkedin.comc,Developers,Full-Time,Healthcare,
1939,Phe Grc Inc,Hiring,Bengaluru,No,httpswww.linkedin.comj,Mendix Developer,Full-Time,Business Software,
1940,Phenompeople,Hiring freeze,Hyderabad,,,,,Business Software,No salary pay cut
